rootDomain,tag,domain,animation_url,image_url,description,,Moto Name,Top Chassis_attr,Wheel_attr,Wheel Fairing_attr,Wind Shield_attr,Speedometer_attr,Bottom Fairing_attr,Chain Cap_attr,Exhaust Pipe_attr,Head Light_attr,Side Fairing_attr,Side Cart_attr,Pattern_attr,Color_attr,Model R G B_attr,Number Plate_attr,ID
wilder.moto.test.test,112,wilder.moto.test.test.112,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_NZQZ4410VGJGO.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_NZQZ4410VGJGO.png,Test render to test the infrustructure,5608,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3B/Type7,T1C/Type2,T1A/Type1,T1C/Type3,None/Type1,None,Vibration ,Rayne,0,WW-849,NZQZ4410VGJGO
wilder.moto.test.test,113,wilder.moto.test.test.113,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FIULJ7L6Z2299.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FIULJ7L6Z2299.png,Test render to test the infrustructure,5609,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1C/Type2,T1A/Type1,T1A/Type1,None/Type1,None,Level Up,Strange,1,VR-890,FIULJ7L6Z2299
wilder.moto.test.test,114,wilder.moto.test.test.114,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_VLX4X0ZMOFLMO.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_VLX4X0ZMOFLMO.png,Test render to test the infrustructure,5610,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,5D,Flo,3,MT-843,VLX4X0ZMOFLMO
wilder.moto.test.test,115,wilder.moto.test.test.115,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_ZX0YA0DNDHUMA.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_ZX0YA0DNDHUMA.png,Test render to test the infrustructure,5611,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1C/Type2,T1A/Type1,T1A/Type1,None/Type1,None,Static,Paradise,2,ZS-619,ZX0YA0DNDHUMA
wilder.moto.test.test,116,wilder.moto.test.test.116,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8GR90KXXRE3GF.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8GR90KXXRE3GF.png,Test render to test the infrustructure,5612,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T1A/Type1,T1C/Type3,None,Static,Rayne,0,VR-110,8GR90KXXRE3GF
wilder.moto.test.test,117,wilder.moto.test.test.117,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_ODFBMTGZ3C7Y9.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_ODFBMTGZ3C7Y9.png,Test render to test the infrustructure,5613,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1C/Type2,T1A/Type1,T1A/Type1,T2A/Type4,None,Static,Rayne,3,WM-354,ODFBMTGZ3C7Y9
wilder.moto.test.test,118,wilder.moto.test.test.118,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_JXZQ638QDERNM.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_JXZQ638QDERNM.png,Test render to test the infrustructure,5614,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1C/Type2,T1A/Type1,T1C/Type3,None/Type1,None,Static,Wilderness,0,WW-978,JXZQ638QDERNM
wilder.moto.test.test,119,wilder.moto.test.test.119,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_K5IHLNR3FW4WU.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_K5IHLNR3FW4WU.png,Test render to test the infrustructure,5615,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T2A/Type4,T1C/Type3,None/Type1,None,Hexo,Hypnosis,3,WM-595,K5IHLNR3FW4WU
wilder.moto.test.test,120,wilder.moto.test.test.120,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_UPLUNBF0LGGHC.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_UPLUNBF0LGGHC.png,Test render to test the infrustructure,5616,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T1A/Type1,T2B/Type5,None,Beam,Freedom,0,ZS-159,UPLUNBF0LGGHC
wilder.moto.test.test,121,wilder.moto.test.test.121,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_A0KMQT4JV5K3J.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_A0KMQT4JV5K3J.png,Test render to test the infrustructure,5617,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1C/Type2,T1A/Type1,T1A/Type1,T1B/Type2,None,Hexo,Oasis,2,MT-767,A0KMQT4JV5K3J
wilder.moto.test.test,122,wilder.moto.test.test.122,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_F5L208MWKRYF8.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_F5L208MWKRYF8.png,Test render to test the infrustructure,5618,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T2A/Type3,T1A/Type1,T1C/Type3,None/Type1,None,Hexo,Hypnosis,0,ZS-523,F5L208MWKRYF8
wilder.moto.test.test,123,wilder.moto.test.test.123,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QWCN3AK4NNTX6.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QWCN3AK4NNTX6.png,Test render to test the infrustructure,5619,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1C/Type3,None/Type1,None,Level Up,Paradise,2,VR-506,QWCN3AK4NNTX6
wilder.moto.test.test,124,wilder.moto.test.test.124,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_K1O8GTEX2Z2KS.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_K1O8GTEX2Z2KS.png,Test render to test the infrustructure,5620,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T1C/Type3,None/Type1,None,Static,Franklin,3,WW-983,K1O8GTEX2Z2KS
wilder.moto.test.test,125,wilder.moto.test.test.125,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8ZTWV6K6CWEDY.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8ZTWV6K6CWEDY.png,Test render to test the infrustructure,5621,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Static,Freedom,2,ZZ-867,8ZTWV6K6CWEDY
wilder.moto.test.test,126,wilder.moto.test.test.126,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8SH6MPMNZ26TI.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8SH6MPMNZ26TI.png,Test render to test the infrustructure,5622,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2A/Type2,T3A/Type6,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Wonder,Hypnosis,1,WM-935,8SH6MPMNZ26TI
wilder.moto.test.test,127,wilder.moto.test.test.127,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8R9R50UA65XFX.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_8R9R50UA65XFX.png,Test render to test the infrustructure,5623,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2A/Type2,T3A/Type6,T1A/Type1,T1A/Type1,T1C/Type3,None/Type1,None,Beam,Hypnosis,2,WM-104,8R9R50UA65XFX
wilder.moto.test.test,128,wilder.moto.test.test.128,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_EBCRYYE0OHETS.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_EBCRYYE0OHETS.png,Test render to test the infrustructure,5624,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1C/Type2,T1A/Type1,T1C/Type3,T1B/Type2,None,Wonder,Paradise,2,MM-369,EBCRYYE0OHETS
wilder.moto.test.test,129,wilder.moto.test.test.129,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_IS4GLLLQVEG9K.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_IS4GLLLQVEG9K.png,Test render to test the infrustructure,5625,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T2A/Type3,T1A/Type1,T1A/Type1,T1C/Type3,None,Static,Paradise,2,ZS-407,IS4GLLLQVEG9K
wilder.moto.test.test,130,wilder.moto.test.test.130,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_W184KGMNJZO32.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_W184KGMNJZO32.png,Test render to test the infrustructure,5626,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T2A/Type3,T1A/Type1,T1A/Type1,T1B/Type2,None,Diamond ,Paradise,0,WM-542,W184KGMNJZO32
wilder.moto.test.test,131,wilder.moto.test.test.131,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_2OUD3VPRQKT7G.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_2OUD3VPRQKT7G.png,Test render to test the infrustructure,5627,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1C/Type2,T1A/Type1,T1A/Type1,T1C/Type3,None,Vibration ,Rayne,3,MT-817,2OUD3VPRQKT7G
wilder.moto.test.test,132,wilder.moto.test.test.132,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_JPY8YFAYJ220F.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_JPY8YFAYJ220F.png,Test render to test the infrustructure,5628,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1A/Type1,T1B/Type2,None,Vibration ,Rayne,1,ZS-765,JPY8YFAYJ220F
wilder.moto.test.test,133,wilder.moto.test.test.133,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_MASW01ZDYG09W.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_MASW01ZDYG09W.png,Test render to test the infrustructure,5629,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Beam,Franklin,1,WM-328,MASW01ZDYG09W
wilder.moto.test.test,134,wilder.moto.test.test.134,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3ZHXTO5DN1ZW1.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3ZHXTO5DN1ZW1.png,Test render to test the infrustructure,5630,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T2A/Type3,T1A/Type1,T1A/Type1,None/Type1,None,Level Up,Paradise,0,ZS-325,3ZHXTO5DN1ZW1
wilder.moto.test.test,135,wilder.moto.test.test.135,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_NA02BW5WF2VF4.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_NA02BW5WF2VF4.png,Test render to test the infrustructure,5631,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3B/Type7,T1C/Type2,T1A/Type1,T1A/Type1,T1B/Type2,None,5D,Oasis,1,WM-442,NA02BW5WF2VF4
wilder.moto.test.test,136,wilder.moto.test.test.136,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_D1EGAUEMBJ8JE.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_D1EGAUEMBJ8JE.png,Test render to test the infrustructure,5632,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1C/Type2,T1A/Type1,T1A/Type1,T2A/Type4,None,Hexo,Hypnosis,1,WM-973,D1EGAUEMBJ8JE
wilder.moto.test.test,137,wilder.moto.test.test.137,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_MBHLLRMQIUIZC.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_MBHLLRMQIUIZC.png,Test render to test the infrustructure,5633,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T1A/Type1,T1C/Type3,None,Static,Oasis,1,MT-913,MBHLLRMQIUIZC
wilder.moto.test.test,138,wilder.moto.test.test.138,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_AE9DJ8DDC03CL.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_AE9DJ8DDC03CL.png,Test render to test the infrustructure,5634,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,None,Distortion,Hypnosis,3,WM-236,AE9DJ8DDC03CL
wilder.moto.test.test,139,wilder.moto.test.test.139,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YOXT61XLR7UMB.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_YOXT61XLR7UMB.png,Test render to test the infrustructure,5635,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T2A/Type4,T1A/Type1,T1B/Type2,None,Distortion,Paradise,2,ZS-466,YOXT61XLR7UMB
wilder.moto.test.test,140,wilder.moto.test.test.140,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_RTSHT26CFHFBR.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_RTSHT26CFHFBR.png,Test render to test the infrustructure,5636,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Level Up,Sunshine,0,MM-631,RTSHT26CFHFBR
wilder.moto.test.test,141,wilder.moto.test.test.141,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_UX8OJ04IO9OJS.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_UX8OJ04IO9OJS.png,Test render to test the infrustructure,5637,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T2A/Type4,T1C/Type3,T1B/Type2,None,Static,Paradise,2,MM-395,UX8OJ04IO9OJS
wilder.moto.test.test,142,wilder.moto.test.test.142,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QNVTCNNM5KO2K.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_QNVTCNNM5KO2K.png,Test render to test the infrustructure,5638,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,WILD,Flo,3,WW-373,QNVTCNNM5KO2K
wilder.moto.test.test,143,wilder.moto.test.test.143,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_XCBNVBXTPM8D2.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_XCBNVBXTPM8D2.png,Test render to test the infrustructure,5639,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T2A/Type4,T1A/Type1,None/Type1,None,Level Up,Rayne,3,WW-223,XCBNVBXTPM8D2
wilder.moto.test.test,144,wilder.moto.test.test.144,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_SCZG8EINL5A3O.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_SCZG8EINL5A3O.png,Test render to test the infrustructure,5640,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,Vibration ,Sunshine,0,WM-138,SCZG8EINL5A3O
wilder.moto.test.test,145,wilder.moto.test.test.145,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_9K50E8G5WVRSI.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_9K50E8G5WVRSI.png,Test render to test the infrustructure,5641,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T2A/Type3,T1A/Type1,T1A/Type1,T1B/Type2,None,Level Up,Hypnosis,0,ZZ-981,9K50E8G5WVRSI
wilder.moto.test.test,146,wilder.moto.test.test.146,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WV904OSBZHCAM.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_WV904OSBZHCAM.png,Test render to test the infrustructure,5642,Moto,Exotic,T3B/Blade,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T1A/Type1,T3A/Type6,None/Type1,None,Static,Paradise,1,ZZ-367,WV904OSBZHCAM
wilder.moto.test.test,147,wilder.moto.test.test.147,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_H7EANYJ1XSR8O.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_H7EANYJ1XSR8O.png,Test render to test the infrustructure,5643,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1C/Type2,T1A/Type1,T1A/Type1,T1B/Type2,None,Diamond ,Freedom,3,WW-848,H7EANYJ1XSR8O
wilder.moto.test.test,148,wilder.moto.test.test.148,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_M7324UQWKKLRG.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_M7324UQWKKLRG.png,Test render to test the infrustructure,5644,Moto,Exotic,T3A/Bladeless,T3A/Type5,None/Type1,T2B/Type1,T3B/Type7,T1A/Type1,T2A/Type4,T1A/Type1,T2A/Type4,None,Diamond ,Hypnosis,3,MM-837,M7324UQWKKLRG
wilder.moto.test.test,149,wilder.moto.test.test.149,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_4W2WYK1CFIE9F.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_4W2WYK1CFIE9F.png,Test render to test the infrustructure,5645,Moto,Exotic,T3B/Blade,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1C/Type3,T1B/Type2,None,Hexo,Hypnosis,0,VR-480,4W2WYK1CFIE9F
wilder.moto.test.test,150,wilder.moto.test.test.150,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_V009QTZAPR06R.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_V009QTZAPR06R.png,Test render to test the infrustructure,5646,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T2B/Type5,T1C/Type3,None/Type1,None,Level Up,Hypnosis,1,VR-151,V009QTZAPR06R
wilder.moto.test.test,151,wilder.moto.test.test.151,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_Z2CH4MPH8T28S.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_Z2CH4MPH8T28S.png,Test render to test the infrustructure,5647,Moto,Exotic,T3A/Bladeless,T3B/Type6,None/Type1,T2B/Type1,T3A/Type6,T1A/Type1,T1A/Type1,T1A/Type1,None/Type1,None,5D,Franklin,1,VR-806,Z2CH4MPH8T28S
wilder.moto.test.test,152,wilder.moto.test.test.152,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_AKVAV1BPH6D84.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_AKVAV1BPH6D84.png,Test render to test the infrustructure,6338,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T2B/Type5,T3A/Type6,T2B/Type5,None,Vibration ,Houdini,0,ZS-391,AKVAV1BPH6D84
wilder.moto.test.test,153,wilder.moto.test.test.153,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_EWFKAPI7BZRQ8.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_EWFKAPI7BZRQ8.png,Test render to test the infrustructure,6339,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2A/Type2,T1B/Type2,T1A/Type1,T2A/Type4,T2B/Type5,T1B/Type2,None,Spaced Out,Houdini,3,ZZ-230,EWFKAPI7BZRQ8
wilder.moto.test.test,154,wilder.moto.test.test.154,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_0ETCQDCMA3O2R.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_0ETCQDCMA3O2R.png,Test render to test the infrustructure,6340,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T2A/Type4,T1A/Type1,T2A/Type4,T3A/Type6,T3A/Type6,None,Level Up,Heavy,2,MM-829,0ETCQDCMA3O2R
wilder.moto.test.test,155,wilder.moto.test.test.155,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_KVH8SKOOIU1J4.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_KVH8SKOOIU1J4.png,Test render to test the infrustructure,6341,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T2B/Type5,T1A/Type1,T2A/Type4,T3A/Type6,T2A/Type4,None,Quad,Hypnosis,2,VR-159,KVH8SKOOIU1J4
wilder.moto.test.test,156,wilder.moto.test.test.156,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3QC5JN9YI95G4.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3QC5JN9YI95G4.png,Test render to test the infrustructure,6342,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2A/Type2,T2A/Type4,T1A/Type1,T2A/Type4,T2B/Type5,T1B/Type2,None,Nested,Boss,2,VR-991,3QC5JN9YI95G4
wilder.moto.test.test,157,wilder.moto.test.test.157,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3DX1TBN5CMLYK.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_3DX1TBN5CMLYK.png,Test render to test the infrustructure,6343,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T1C/Type3,T1A/Type1,T2A/Type4,T3A/Type6,T3A/Type6,None,Quad,Rayne,3,WW-671,3DX1TBN5CMLYK
wilder.moto.test.test,158,wilder.moto.test.test.158,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_E2XML5UYP2KWW.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_E2XML5UYP2KWW.png,Test render to test the infrustructure,6344,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T2A/Type4,T2B/Type5,T2B/Type5,None,Quad,Paradise,0,VR-452,E2XML5UYP2KWW
wilder.moto.test.test,159,wilder.moto.test.test.159,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_N4MPSQZCAKFD4.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_N4MPSQZCAKFD4.png,Test render to test the infrustructure,6345,Moto,Hover,T4A/Turbine,T4A/Type7,T2A/Type2,T2B/Type1,T2A/Type4,T1A/Type1,T2B/Type5,T3A/Type6,T3A/Type6,None,Quad,Saint,0,ZZ-956,N4MPSQZCAKFD4
wilder.moto.test.test,160,wilder.moto.test.test.160,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_ZZKE3U8MY06R9.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_ZZKE3U8MY06R9.png,Test render to test the infrustructure,6346,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1C/Type3,T1A/Type1,T2B/Type5,T2B/Type5,T3A/Type6,None,Wonder,Franklin,3,ZZ-506,ZZKE3U8MY06R9
wilder.moto.test.test,161,wilder.moto.test.test.161,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_G4GJHCRM1CD2N.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_G4GJHCRM1CD2N.png,Test render to test the infrustructure,6347,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2B/Type5,T2B/Type5,T3A/Type6,None,Nested,Strange,0,ZZ-875,G4GJHCRM1CD2N
wilder.moto.test.test,162,wilder.moto.test.test.162,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_RVKJVWT0ELJKF.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_RVKJVWT0ELJKF.png,Test render to test the infrustructure,6348,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1C/Type3,T2A/Type3,T1A/Type1,T3A/Type6,T3A/Type6,None,Spaced Out,NPC,2,MM-422,RVKJVWT0ELJKF
wilder.moto.test.test,163,wilder.moto.test.test.163,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_VYXT1XKE93PLN.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_VYXT1XKE93PLN.png,Test render to test the infrustructure,6349,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T2A/Type4,T3A/Type6,T3A/Type6,None,Spaced Out,Saint,1,ZZ-983,VYXT1XKE93PLN
wilder.moto.test.test,164,wilder.moto.test.test.164,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FLZY8NN18KKSV.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FLZY8NN18KKSV.png,Test render to test the infrustructure,6350,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2B/Type5,T2B/Type5,T3A/Type6,None,Spaced Out,NPC,1,MM-676,FLZY8NN18KKSV
wilder.moto.test.test,165,wilder.moto.test.test.165,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_SCMWMK8DVUVQB.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_SCMWMK8DVUVQB.png,Test render to test the infrustructure,6351,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2A/Type4,T1A/Type1,T2B/Type5,T3A/Type6,T2B/Type5,None,Nested,Houdini,1,MT-488,SCMWMK8DVUVQB
wilder.moto.test.test,166,wilder.moto.test.test.166,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FXQK5HSVF13J2.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_FXQK5HSVF13J2.png,Test render to test the infrustructure,6352,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T1B/Type2,T1A/Type1,T2A/Type4,T2B/Type5,T3A/Type6,None,Spaced Out,Flo,1,MT-800,FXQK5HSVF13J2
wilder.moto.test.test,167,wilder.moto.test.test.167,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_2A1DOMC84WYCO.mp4,https://moto-testing.s3.us-east-1.amazonaws.com/Moto_2A1DOMC84WYCO.png,Test render to test the infrustructure,6353,Moto,Hover,T4A/Turbine,T4A/Type7,None/Type1,T2B/Type1,T2B/Type5,T1A/Type1,T2B/Type5,T3A/Type6,T2B/Type5,None,Spaced Out,Heavy,3,ZZ-666,2A1DOMC84WYCO
